1.324222984986616858e+01,1.005725820373533780e-01
1.292842594119025357e+01,1.008240623172011047e-01
1.322569359367172481e+01,1.006300387486122744e-01
1.339602409990007281e+01,1.040136661483960362e-01
1.308613810772031094e+01,1.001176840286545910e-01
1.336450484528452165e+01,1.002531808029930027e-01
4.113917839314191838e+01,2.561496097103785630e+01
1.316247396864050501e+01,1.000286970445999762e-01
1.300657372234990916e+01,1.000047332826478758e-01
4.232471015940259207e+01,2.655961602671898092e+01
4.833247308307405632e+01,3.144094452085482061e+01
5.085816481592917881e+00,1.151006855603303458e-01
1.259656176325588461e+01,1.002611497837039151e-01
1.308052684631599050e+01,1.074323028251737283e-01
4.418429412813105017e+01,2.799968488111060694e+01
3.643676540936614572e+01,2.194598558749209971e+01
1.290130729822945810e+01,1.002807928028255635e-01
4.767710605442420047e+01,3.085002179325167049e+01
1.317390202110366459e+01,1.001617838160066554e-01
1.319775725491410157e+01,1.043795312217067617e-01
